emplid,courseno,instructorid,termid,sectionid,grade
E0540,1115,I23,T04,S20,C
E0543,1115,I23,T04,S20,F
E0547,1115,I23,T04,S20,F
E0559,1115,I23,T04,S20,B
E0588,1115,I23,T04,S20,B
E0656,1115,I23,T04,S20,A-
E0704,1115,I23,T04,S20,B-
E0716,1115,I23,T04,S20,B
E0730,1115,I23,T04,S20,W
E0733,1115,I23,T04,S20,C
E0745,1115,I23,T04,S20,C
E0776,1115,I23,T04,S20,B+
E0779,1115,I23,T04,S20,B
E0790,1115,I23,T04,S20,B
E0825,1115,I23,T04,S20,C
E0898,1115,I23,T04,S20,A+
E1161,1115,I23,T04,S20,W
E1187,1115,I23,T04,S20,WU
E1300,1115,I23,T04,S20,A+
E1352,1115,I23,T04,S20,B+
E1373,1115,I23,T04,S20,W
E1374,1115,I23,T04,S20,A-
E1383,1115,I23,T04,S20,A
E1686,1115,I23,T04,S20,A+
E0081,1115,I01,T04,S21,C-
E0154,1115,I01,T04,S21,C-
E0165,1115,I01,T04,S21,W
E0182,1115,I01,T04,S21,W
E0196,1115,I01,T04,S21,C-
E0247,1115,I01,T04,S21,A+
E0291,1115,I01,T04,S21,WN
E0390,1115,I01,T04,S21,C
E0391,1115,I01,T04,S21,F
E0448,1115,I01,T04,S21,W
E0456,1115,I01,T04,S21,C-
E0620,1115,I01,T04,S21,B
E0640,1115,I01,T04,S21,C
E0653,1115,I01,T04,S21,F
E0683,1115,I01,T04,S21,W
E0758,1115,I01,T04,S21,W
E0852,1115,I01,T04,S21,C+
E0907,1115,I01,T04,S21,W
E0930,1115,I01,T04,S21,C-
E0952,1115,I01,T04,S21,D
E1037,1115,I01,T04,S21,C+
E1081,1115,I01,T04,S21,C-
E1113,1115,I01,T04,S21,A
E1126,1115,I01,T04,S21,W
E1153,1115,I01,T04,S21,B-
E1160,1115,I01,T04,S21,A
E1243,1115,I01,T04,S21,C
E1472,1115,I01,T04,S21,W
E1586,1115,I01,T04,S21,D
E0009,1115,I28,T04,S22,W
E0038,1115,I28,T04,S22,A
E0131,1115,I28,T04,S22,W
E0134,1115,I28,T04,S22,A
E0179,1115,I28,T04,S22,W
E0238,1115,I28,T04,S22,W
E0248,1115,I28,T04,S22,F
E0281,1115,I28,T04,S22,W
E0284,1115,I28,T04,S22,B
E0296,1115,I28,T04,S22,F
E0397,1115,I28,T04,S22,C
E0432,1115,I28,T04,S22,F
E0486,1115,I28,T04,S22,W
E0536,1115,I28,T04,S22,F
E0603,1115,I28,T04,S22,F
E0639,1115,I28,T04,S22,W
E0682,1115,I28,T04,S22,F
E0839,1115,I28,T04,S22,F
E0872,1115,I28,T04,S22,B
E0891,1115,I28,T04,S22,A
E1041,1115,I28,T04,S22,A
E1079,1115,I28,T04,S22,B
E1119,1115,I28,T04,S22,F
E1310,1115,I28,T04,S22,F
E1474,1115,I28,T04,S22,A
E1477,1115,I28,T04,S22,A
E1492,1115,I28,T04,S22,WU
E1498,1115,I28,T04,S22,B
E1565,1115,I28,T04,S22,C
E1587,1115,I28,T04,S22,F
E0011,1115,I21,T04,S26,W
E0065,1115,I21,T04,S26,W
E0126,1115,I21,T04,S26,C
E0175,1115,I21,T04,S26,C+
E0209,1115,I21,T04,S26,F
E0234,1115,I21,T04,S26,W
E0254,1115,I21,T04,S26,B+
E0286,1115,I21,T04,S26,C+
E0295,1115,I21,T04,S26,B
E0326,1115,I21,T04,S26,C
E0332,1115,I21,T04,S26,A
E0462,1115,I21,T04,S26,B-
E0556,1115,I21,T04,S26,F
E0687,1115,I21,T04,S26,F
E0755,1115,I21,T04,S26,F
E0791,1115,I21,T04,S26,B+
E0798,1115,I21,T04,S26,W
E0818,1115,I21,T04,S26,B
E0821,1115,I21,T04,S26,F
E0833,1115,I21,T04,S26,WU
E0856,1115,I21,T04,S26,C
E0862,1115,I21,T04,S26,W
E0880,1115,I21,T04,S26,A-
E1159,1115,I21,T04,S26,F
E1221,1115,I21,T04,S26,W
E1228,1115,I21,T04,S26,C
E1303,1115,I21,T04,S26,A+
E1315,1115,I21,T04,S26,F
E1460,1115,I21,T04,S26,A+
E1582,1115,I21,T04,S26,F
E0022,1115,I16,T04,S28,W
E0060,1115,I16,T04,S28,F
E0095,1115,I16,T04,S28,A
E0122,1115,I16,T04,S28,W
E0235,1115,I16,T04,S28,A
E0250,1115,I16,T04,S28,B
E0500,1115,I16,T04,S28,C
E0520,1115,I16,T04,S28,A
E0541,1115,I16,T04,S28,F
E0645,1115,I16,T04,S28,A
E0668,1115,I16,T04,S28,F
E1004,1115,I16,T04,S28,D
E1012,1115,I16,T04,S28,D
E1061,1115,I16,T04,S28,A
E1066,1115,I16,T04,S28,D
E1072,1115,I16,T04,S28,F
E1117,1115,I16,T04,S28,F
E1127,1115,I16,T04,S28,B
E1128,1115,I16,T04,S28,W
E1211,1115,I16,T04,S28,A
E1231,1115,I16,T04,S28,F
E1285,1115,I16,T04,S28,A
E1391,1115,I16,T04,S28,W
E1499,1115,I16,T04,S28,B
E1570,1115,I16,T04,S28,B
E1583,1115,I16,T04,S28,F
E1591,1115,I16,T04,S28,B
E1634,1115,I16,T04,S28,B
E1689,1115,I16,T04,S28,F
E1690,1115,I16,T04,S28,F
E0093,1115,I20,T04,S30,W
E0135,1115,I20,T04,S30,WU
E0256,1115,I20,T04,S30,B
E0306,1115,I20,T04,S30,B
E0314,1115,I20,T04,S30,A
E0377,1115,I20,T04,S30,C-
E0378,1115,I20,T04,S30,B-
E0449,1115,I20,T04,S30,W
E0465,1115,I20,T04,S30,WU
E0504,1115,I20,T04,S30,B
E0525,1115,I20,T04,S30,WD
E0562,1115,I20,T04,S30,W
E0591,1115,I20,T04,S30,C
E0602,1115,I20,T04,S30,A
E0644,1115,I20,T04,S30,WU
E0649,1115,I20,T04,S30,F
E0697,1115,I20,T04,S30,C+
E0706,1115,I20,T04,S30,W
E0766,1115,I20,T04,S30,B
E0774,1115,I20,T04,S30,A
E0806,1115,I20,T04,S30,A
E0809,1115,I20,T04,S30,A
E1146,1115,I20,T04,S30,C+
E1151,1115,I20,T04,S30,B-
E1168,1115,I20,T04,S30,B
E1224,1115,I20,T04,S30,F
E1235,1115,I20,T04,S30,C
E1346,1115,I20,T04,S30,W
E1351,1115,I20,T04,S30,A
E1490,1115,I20,T04,S30,A
E0005,1115,I08,T04,S31,W
E0028,1115,I08,T04,S31,W
E0040,1115,I08,T04,S31,F
E0158,1115,I08,T04,S31,B
E0191,1115,I08,T04,S31,B
E0204,1115,I08,T04,S31,A
E0249,1115,I08,T04,S31,F
E0362,1115,I08,T04,S31,B
E0382,1115,I08,T04,S31,C
E0387,1115,I08,T04,S31,B
E0482,1115,I08,T04,S31,F
E0700,1115,I08,T04,S31,W
E0726,1115,I08,T04,S31,W
E0896,1115,I08,T04,S31,A+
E0934,1115,I08,T04,S31,WU
E0974,1115,I08,T04,S31,F
E1042,1115,I08,T04,S31,B
E1056,1115,I08,T04,S31,F
E1057,1115,I08,T04,S31,F
E1059,1115,I08,T04,S31,F
E1175,1115,I08,T04,S31,D
E1282,1115,I08,T04,S31,F
E1328,1115,I08,T04,S31,A
E1369,1115,I08,T04,S31,F
E1508,1115,I08,T04,S31,A
E1516,1115,I08,T04,S31,B
E1601,1115,I08,T04,S31,F
E1620,1115,I08,T04,S31,B
E1639,1115,I08,T04,S31,A+
E1675,1115,I08,T04,S31,W
E0070,1115,I02,T04,S34,A
E0185,1115,I02,T04,S34,A
E0206,1115,I02,T04,S34,C
E0208,1115,I02,T04,S34,D
E0257,1115,I02,T04,S34,A
E0288,1115,I02,T04,S34,F
E0325,1115,I02,T04,S34,F
E0376,1115,I02,T04,S34,B
E0463,1115,I02,T04,S34,C
E0626,1115,I02,T04,S34,W
E0684,1115,I02,T04,S34,A
E0692,1115,I02,T04,S34,D
E0752,1115,I02,T04,S34,B
E0795,1115,I02,T04,S34,W
E0878,1115,I02,T04,S34,WU
E1008,1115,I02,T04,S34,D
E1014,1115,I02,T04,S34,A
E1015,1115,I02,T04,S34,F
E1032,1115,I02,T04,S34,B
E1045,1115,I02,T04,S34,W
E1058,1115,I02,T04,S34,F
E1087,1115,I02,T04,S34,B
E1165,1115,I02,T04,S34,W
E1309,1115,I02,T04,S34,F
E1468,1115,I02,T04,S34,A
E1482,1115,I02,T04,S34,B
E1511,1115,I02,T04,S34,F
E1605,1115,I02,T04,S34,F
E1641,1115,I02,T04,S34,W
E1662,1115,I02,T04,S34,F
E0029,1115,I12,T05,S09,C+
E0043,1115,I12,T05,S09,W
E0046,1115,I12,T05,S09,W
E0097,1115,I12,T05,S09,B-
E0128,1115,I12,T05,S09,A
E0138,1115,I12,T05,S09,WD
E0162,1115,I12,T05,S09,W
E0261,1115,I12,T05,S09,A
E0263,1115,I12,T05,S09,C
E0266,1115,I12,T05,S09,WD
E0283,1115,I12,T05,S09,D+
E0296,1115,I12,T05,S09,C+
E0360,1115,I12,T05,S09,W
E0418,1115,I12,T05,S09,F
E0486,1115,I12,T05,S09,F
E0490,1115,I12,T05,S09,W
E0775,1115,I12,T05,S09,B
E0795,1115,I12,T05,S09,W
E0797,1115,I12,T05,S09,A
E0909,1115,I12,T05,S09,W
E0926,1115,I12,T05,S09,A-
E0956,1115,I12,T05,S09,C+
E1049,1115,I12,T05,S09,A
E1051,1115,I12,T05,S09,C
E1112,1115,I12,T05,S09,C+
E1229,1115,I12,T05,S09,A
E1373,1115,I12,T05,S09,W
E1521,1115,I12,T05,S09,B
E1714,1115,I12,T05,S09,W
E1844,1115,I12,T05,S09,A
E0015,1115,I18,T05,S12,D
E0030,1115,I18,T05,S12,B
E0048,1115,I18,T05,S12,F
E0072,1115,I18,T05,S12,C+
E0111,1115,I18,T05,S12,B+
E0209,1115,I18,T05,S12,B
E0273,1115,I18,T05,S12,B+
E0301,1115,I18,T05,S12,F
E0311,1115,I18,T05,S12,B
E0339,1115,I18,T05,S12,F
E0498,1115,I18,T05,S12,W
E0649,1115,I18,T05,S12,C
E0698,1115,I18,T05,S12,A
E0708,1115,I18,T05,S12,C+
E0718,1115,I18,T05,S12,B-
E0760,1115,I18,T05,S12,A
E0772,1115,I18,T05,S12,C
E0781,1115,I18,T05,S12,A
E0870,1115,I18,T05,S12,D
E1074,1115,I18,T05,S12,W
E1147,1115,I18,T05,S12,D
E1216,1115,I18,T05,S12,W
E1562,1115,I18,T05,S12,B
E1569,1115,I18,T05,S12,C-
E1629,1115,I18,T05,S12,A
E1666,1115,I18,T05,S12,B
E1683,1115,I18,T05,S12,F
E1748,1115,I18,T05,S12,B
E1808,1115,I18,T05,S12,A-
E1846,1115,I18,T05,S12,A
E0178,1115,I28,T05,S15,D
E0184,1115,I28,T05,S15,A
E0290,1115,I28,T05,S15,A
E0297,1115,I28,T05,S15,A
E0310,1115,I28,T05,S15,D
E0368,1115,I28,T05,S15,W
E0404,1115,I28,T05,S15,D
E0536,1115,I28,T05,S15,D
E0616,1115,I28,T05,S15,W
E0619,1115,I28,T05,S15,W
E0671,1115,I28,T05,S15,WD
E0678,1115,I28,T05,S15,B-
E0711,1115,I28,T05,S15,A
E0725,1115,I28,T05,S15,A
E0782,1115,I28,T05,S15,B
E0811,1115,I28,T05,S15,W
E0884,1115,I28,T05,S15,F
E0974,1115,I28,T05,S15,B-
E1004,1115,I28,T05,S15,A
E1066,1115,I28,T05,S15,B
E1279,1115,I28,T05,S15,A
E1576,1115,I28,T05,S15,A
E1745,1115,I28,T05,S15,A
E1832,1115,I28,T05,S15,B
E0105,1115,I21,T05,S17,A+
E0157,1115,I21,T05,S17,WU
E0238,1115,I21,T05,S17,B
E0415,1115,I21,T05,S17,A
E0480,1115,I21,T05,S17,C
E0573,1115,I21,T05,S17,F
E0639,1115,I21,T05,S17,A
E0723,1115,I21,T05,S17,F
E0831,1115,I21,T05,S17,B+
E0920,1115,I21,T05,S17,C
E1001,1115,I21,T05,S17,F
E1057,1115,I21,T05,S17,W
E1063,1115,I21,T05,S17,A
E1078,1115,I21,T05,S17,B
E1084,1115,I21,T05,S17,W
E1123,1115,I21,T05,S17,B+
E1143,1115,I21,T05,S17,A+
E1157,1115,I21,T05,S17,B
E1165,1115,I21,T05,S17,C
E1170,1115,I21,T05,S17,W
E1250,1115,I21,T05,S17,F
E1308,1115,I21,T05,S17,W
E1458,1115,I21,T05,S17,W
E1461,1115,I21,T05,S17,W
E1465,1115,I21,T05,S17,A+
E1506,1115,I21,T05,S17,W
E1559,1115,I21,T05,S17,F
E1595,1115,I21,T05,S17,W
E1647,1115,I21,T05,S17,W
E1670,1115,I21,T05,S17,W
E0058,1115,I01,T05,S18,W
E0081,1115,I01,T05,S18,C+
E0224,1115,I01,T05,S18,F
E0269,1115,I01,T05,S18,A-
E0315,1115,I01,T05,S18,WD
E0324,1115,I01,T05,S18,F
E0358,1115,I01,T05,S18,A
E0492,1115,I01,T05,S18,F
E0494,1115,I01,T05,S18,C+
E0495,1115,I01,T05,S18,C+
E0528,1115,I01,T05,S18,A
E0610,1115,I01,T05,S18,W
E0664,1115,I01,T05,S18,W
E0696,1115,I01,T05,S18,B
E0751,1115,I01,T05,S18,C+
E0830,1115,I01,T05,S18,F
E0944,1115,I01,T05,S18,F
E0963,1115,I01,T05,S18,WD
E1029,1115,I01,T05,S18,B
E1064,1115,I01,T05,S18,D
E1094,1115,I01,T05,S18,A-
E1182,1115,I01,T05,S18,F
E1260,1115,I01,T05,S18,B
E1261,1115,I01,T05,S18,W
E1329,1115,I01,T05,S18,WD
E1585,1115,I01,T05,S18,C
E1600,1115,I01,T05,S18,F
E1602,1115,I01,T05,S18,W
E1617,1115,I01,T05,S18,W
E1801,1115,I01,T05,S18,F
E0078,1115,I28,T05,S19,F
E0099,1115,I28,T05,S19,F
E0227,1115,I28,T05,S19,B
E0436,1115,I28,T05,S19,B
E0551,1115,I28,T05,S19,F
E0590,1115,I28,T05,S19,W
E0608,1115,I28,T05,S19,W
E0736,1115,I28,T05,S19,W
E0747,1115,I28,T05,S19,W
E0754,1115,I28,T05,S19,C
E0805,1115,I28,T05,S19,F
E0819,1115,I28,T05,S19,W
E0850,1115,I28,T05,S19,F
E0863,1115,I28,T05,S19,D
E0894,1115,I28,T05,S19,WU
E0990,1115,I28,T05,S19,WD
E0995,1115,I28,T05,S19,A-
E1015,1115,I28,T05,S19,W
E1025,1115,I28,T05,S19,W
E1111,1115,I28,T05,S19,F
E1122,1115,I28,T05,S19,W
E1185,1115,I28,T05,S19,W
E1294,1115,I28,T05,S19,WD
E1325,1115,I28,T05,S19,W
E1466,1115,I28,T05,S19,A-
E1488,1115,I28,T05,S19,F
E1560,1115,I28,T05,S19,W
E1618,1115,I28,T05,S19,W
E1809,1115,I28,T05,S19,W
E1828,1115,I28,T05,S19,WD
E0282,1115,I01,T05,S20,A
E0423,1115,I01,T05,S20,W
E0435,1115,I01,T05,S20,W
E0523,1115,I01,T05,S20,W
E0545,1115,I01,T05,S20,WD
E0555,1115,I01,T05,S20,WD
E0648,1115,I01,T05,S20,F
E0688,1115,I01,T05,S20,C
E0780,1115,I01,T05,S20,B
E0783,1115,I01,T05,S20,C+
E0786,1115,I01,T05,S20,A-
E0787,1115,I01,T05,S20,C
E0808,1115,I01,T05,S20,A+
E0815,1115,I01,T05,S20,W
E0869,1115,I01,T05,S20,B
E0964,1115,I01,T05,S20,F
E1027,1115,I01,T05,S20,W
E1036,1115,I01,T05,S20,W
E1106,1115,I01,T05,S20,A+
E1238,1115,I01,T05,S20,W
E1318,1115,I01,T05,S20,C+
E1335,1115,I01,T05,S20,W
E1546,1115,I01,T05,S20,B
E1553,1115,I01,T05,S20,W
E1556,1115,I01,T05,S20,W
E1564,1115,I01,T05,S20,F
E1592,1115,I01,T05,S20,F
E1658,1115,I01,T05,S20,B+
E1756,1115,I01,T05,S20,A-
E1849,1115,I01,T05,S20,W
E0060,1115,I16,T05,S28,F
E0226,1115,I16,T05,S28,W
E0300,1115,I16,T05,S28,C
E0491,1115,I16,T05,S28,W
E0547,1115,I16,T05,S28,F
E0579,1115,I16,T05,S28,WU
E0763,1115,I16,T05,S28,F
E0877,1115,I16,T05,S28,A
E0934,1115,I16,T05,S28,WN
E0948,1115,I16,T05,S28,W
E1012,1115,I16,T05,S28,B
E1058,1115,I16,T05,S28,B
E1072,1115,I16,T05,S28,C
E1110,1115,I16,T05,S28,B
E1135,1115,I16,T05,S28,W
E1136,1115,I16,T05,S28,F
E1230,1115,I16,T05,S28,F
E1231,1115,I16,T05,S28,F
E1505,1115,I16,T05,S28,A
E1518,1115,I16,T05,S28,C
E1537,1115,I16,T05,S28,F
E1558,1115,I16,T05,S28,A
E1588,1115,I16,T05,S28,D
E1623,1115,I16,T05,S28,A
E1660,1115,I16,T05,S28,F
E1689,1115,I16,T05,S28,D
E1700,1115,I16,T05,S28,W
E1758,1115,I16,T05,S28,W
E1763,1115,I16,T05,S28,D
E1835,1115,I16,T05,S28,F
E0172,1115,I02,T05,S29,C
E0253,1115,I02,T05,S29,F
E0344,1115,I02,T05,S29,F
E0363,1115,I02,T05,S29,D
E0388,1115,I02,T05,S29,A
E0478,1115,I02,T05,S29,C
E0482,1115,I02,T05,S29,C
E0485,1115,I02,T05,S29,D
E0521,1115,I02,T05,S29,B
E0537,1115,I02,T05,S29,FIN
E0627,1115,I02,T05,S29,B
E0638,1115,I02,T05,S29,B
E0654,1115,I02,T05,S29,W
E0682,1115,I02,T05,S29,C
E0703,1115,I02,T05,S29,F
E0726,1115,I02,T05,S29,F
E0834,1115,I02,T05,S29,W
E0847,1115,I02,T05,S29,D
E0861,1115,I02,T05,S29,F
E0917,1115,I02,T05,S29,A
E1003,1115,I02,T05,S29,F
E1035,1115,I02,T05,S29,B
E1067,1115,I02,T05,S29,F
E1097,1115,I02,T05,S29,A
E1271,1115,I02,T05,S29,D
E1360,1115,I02,T05,S29,W
E1362,1115,I02,T05,S29,B
E1807,1115,I02,T05,S29,A
E1836,1115,I02,T05,S29,A
E1837,1115,I02,T05,S29,W
E0429,1115,I20,T05,S30,A-
E0431,1115,I20,T05,S30,C-
E0464,1115,I20,T05,S30,W
E0599,1115,I20,T05,S30,B
E0600,1115,I20,T05,S30,D
E0653,1115,I20,T05,S30,F
E0693,1115,I20,T05,S30,C
E0706,1115,I20,T05,S30,F
E0707,1115,I20,T05,S30,A
E0727,1115,I20,T05,S30,C-
E0824,1115,I20,T05,S30,WN
E0826,1115,I20,T05,S30,F
E0961,1115,I20,T05,S30,C-
E1013,1115,I20,T05,S30,C
E1017,1115,I20,T05,S30,W
E1069,1115,I20,T05,S30,A+
E1092,1115,I20,T05,S30,C+
E1099,1115,I20,T05,S30,C+
E1132,1115,I20,T05,S30,D+
E1148,1115,I20,T05,S30,B-
E1197,1115,I20,T05,S30,B
E1232,1115,I20,T05,S30,W
E1248,1115,I20,T05,S30,D+
E1387,1115,I20,T05,S30,A-
E1497,1115,I20,T05,S30,F
E1507,1115,I20,T05,S30,B+
E1549,1115,I20,T05,S30,B
E1555,1115,I20,T05,S30,W
E1637,1115,I20,T05,S30,C
E1667,1115,I20,T05,S30,D
E0017,1115,I08,T05,S31,W
E0114,1115,I08,T05,S31,F
E0249,1115,I08,T05,S31,F
E0368,1115,I08,T05,S31,W
E0372,1115,I08,T05,S31,A
E0466,1115,I08,T05,S31,A
E0598,1115,I08,T05,S31,W
E0612,1115,I08,T05,S31,C
E0823,1115,I08,T05,S31,W
E0839,1115,I08,T05,S31,F
E0941,1115,I08,T05,S31,W
E0958,1115,I08,T05,S31,W
E1028,1115,I08,T05,S31,F
E1033,1115,I08,T05,S31,W
E1034,1115,I08,T05,S31,W
E1044,1115,I08,T05,S31,F
E1047,1115,I08,T05,S31,A+
E1085,1115,I08,T05,S31,C
E1117,1115,I08,T05,S31,B
E1177,1115,I08,T05,S31,A
E1204,1115,I08,T05,S31,W
E1209,1115,I08,T05,S31,F
E1255,1115,I08,T05,S31,F
E1473,1115,I08,T05,S31,W
E1489,1115,I08,T05,S31,W
E1501,1115,I08,T05,S31,W
E1566,1115,I08,T05,S31,W
E1598,1115,I08,T05,S31,F
E1677,1115,I08,T05,S31,F
E1742,1115,I08,T05,S31,A+
E0017,1115,I28,T07,S01,F
E0046,1115,I28,T07,S01,F
E0141,1115,I28,T07,S01,W
E0253,1115,I28,T07,S01,F
E0280,1115,I28,T07,S01,C-
E0368,1115,I28,T07,S01,W
E0538,1115,I28,T07,S01,A
E0655,1115,I28,T07,S01,F
E0878,1115,I28,T07,S01,F
E0900,1115,I28,T07,S01,A
E0941,1115,I28,T07,S01,F
E0992,1115,I28,T07,S01,W
E1199,1115,I28,T07,S01,A
E1262,1115,I28,T07,S01,C-
E1385,1115,I28,T07,S01,A
E1582,1115,I28,T07,S01,B
E1763,1115,I28,T07,S01,FIN
E1810,1115,I28,T07,S01,B-
E1820,1115,I28,T07,S01,F
E2102,1115,I28,T07,S01,W
E0087,1115,I16,T07,S04,F
E0113,1115,I16,T07,S04,W
E0287,1115,I16,T07,S04,W
E0302,1115,I16,T07,S04,W
E0356,1115,I16,T07,S04,C
E0451,1115,I16,T07,S04,C
E0485,1115,I16,T07,S04,F
E0486,1115,I16,T07,S04,F
E0590,1115,I16,T07,S04,B
E0614,1115,I16,T07,S04,B
E0705,1115,I16,T07,S04,F
E0719,1115,I16,T07,S04,C
E0846,1115,I16,T07,S04,F
E0938,1115,I16,T07,S04,WD
E0992,1115,I16,T07,S04,W
E1163,1115,I16,T07,S04,C
E1273,1115,I16,T07,S04,B
E1492,1115,I16,T07,S04,B
E1660,1115,I16,T07,S04,C
E1801,1115,I16,T07,S04,W
E1839,1115,I16,T07,S04,C
E0046,1115,I12,T08,S10,D+
E0086,1115,I12,T08,S10,F
E0124,1115,I12,T08,S10,WD
E0167,1115,I12,T08,S10,B-
E0302,1115,I12,T08,S10,W
E0317,1115,I12,T08,S10,B+
E0413,1115,I12,T08,S10,A
E0437,1115,I12,T08,S10,B
E0471,1115,I12,T08,S10,C
E0515,1115,I12,T08,S10,B-
E0516,1115,I12,T08,S10,B
E0717,1115,I12,T08,S10,B
E0742,1115,I12,T08,S10,F
E0837,1115,I12,T08,S10,B
E0893,1115,I12,T08,S10,B-
E0902,1115,I12,T08,S10,B
E0940,1115,I12,T08,S10,C+
E0945,1115,I12,T08,S10,B
E0990,1115,I12,T08,S10,W
E1098,1115,I12,T08,S10,A+
E1201,1115,I12,T08,S10,W
E1500,1115,I12,T08,S10,A
E1619,1115,I12,T08,S10,A-
E1668,1115,I12,T08,S10,WD
E1732,1115,I12,T08,S10,B
E1818,1115,I12,T08,S10,C
E2209,1115,I12,T08,S10,A
E0001,1115,I18,T08,S13,C
E0005,1115,I18,T08,S13,A
E0037,1115,I18,T08,S13,A
E0043,1115,I18,T08,S13,C
E0110,1115,I18,T08,S13,W
E0112,1115,I18,T08,S13,W
E0143,1115,I18,T08,S13,C
E0180,1115,I18,T08,S13,B+
E0219,1115,I18,T08,S13,B
E0265,1115,I18,T08,S13,W
E0289,1115,I18,T08,S13,B-
E0324,1115,I18,T08,S13,B-
E0341,1115,I18,T08,S13,F
E0571,1115,I18,T08,S13,B
E0670,1115,I18,T08,S13,W
E0769,1115,I18,T08,S13,B
E1108,1115,I18,T08,S13,A
E1147,1115,I18,T08,S13,C
E1206,1115,I18,T08,S13,W
E1297,1115,I18,T08,S13,W
E1347,1115,I18,T08,S13,A
E1603,1115,I18,T08,S13,F
E1606,1115,I18,T08,S13,C
E1820,1115,I18,T08,S13,B
E1841,1115,I18,T08,S13,W
E2040,1115,I18,T08,S13,A
E2089,1115,I18,T08,S13,B+
E2099,1115,I18,T08,S13,B+
E2125,1115,I18,T08,S13,A
E0042,1115,I23,T08,S20,B
E0222,1115,I23,T08,S20,A-
E0359,1115,I23,T08,S20,F
E0433,1115,I23,T08,S20,W
E0506,1115,I23,T08,S20,A
E0524,1115,I23,T08,S20,A+
E0592,1115,I23,T08,S20,B
E0601,1115,I23,T08,S20,C
E0633,1115,I23,T08,S20,F
E0663,1115,I23,T08,S20,F
E0721,1115,I23,T08,S20,B-
E0724,1115,I23,T08,S20,W
E0740,1115,I23,T08,S20,A-
E0819,1115,I23,T08,S20,WU
E0832,1115,I23,T08,S20,C
E0857,1115,I23,T08,S20,C+
E0930,1115,I23,T08,S20,B
E0951,1115,I23,T08,S20,C
E0955,1115,I23,T08,S20,B-
E0982,1115,I23,T08,S20,B-
E0992,1115,I23,T08,S20,C+
E1018,1115,I23,T08,S20,F
E1134,1115,I23,T08,S20,C
E1192,1115,I23,T08,S20,C-
E1238,1115,I23,T08,S20,D
E1250,1115,I23,T08,S20,A
E1526,1115,I23,T08,S20,A-
E1694,1115,I23,T08,S20,A
E1822,1115,I23,T08,S20,A
E2059,1115,I23,T08,S20,F
E0133,1115,I26,T08,S21,A
E0216,1115,I26,T08,S21,B+
E0228,1115,I26,T08,S21,A
E0245,1115,I26,T08,S21,C
E0385,1115,I26,T08,S21,W
E0395,1115,I26,T08,S21,C+
E0409,1115,I26,T08,S21,WU
E0489,1115,I26,T08,S21,C
E0507,1115,I26,T08,S21,B-
E0547,1115,I26,T08,S21,B
E0646,1115,I26,T08,S21,C+
E0746,1115,I26,T08,S21,C+
E0755,1115,I26,T08,S21,W
E0846,1115,I26,T08,S21,B-
E1027,1115,I26,T08,S21,C
